@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
1242,5801,4,4292,1513,0.739363,0.999311,0.574755,0.999311,0.425245,0.729777,0.869337,1.14951,0
1243,5801,4,4291,1514,0.73919,0.999311,0.574812,0.999311,0.425188,0.729823,0.869251,1.149623,0
1244,5801,4,4290,1515,0.739018,0.999311,0.574869,0.999311,0.425131,0.729869,0.869165,1.149737,0
1245,5801,4,4289,1516,0.738846,0.999311,0.574926,0.999311,0.425074,0.729915,0.869078,1.149851,0
1246,5801,4,4288,1517,0.738674,0.999311,0.574983,0.999311,0.425017,0.729961,0.868992,1.149965,0
1247,5801,4,4287,1518,0.738501,0.999311,0.57504,0.999311,0.42496,0.730007,0.868906,1.150079,0
1248,5801,4,4286,1519,0.738329,0.999311,0.575097,0.999311,0.424903,0.730053,0.86882,1.150193,0
1249,5801,4,4285,1520,0.738157,0.999311,0.575154,0.999311,0.424846,0.730099,0.868734,1.150307,0
1250,5801,4,4284,1521,0.737984,0.999311,0.575211,0.999311,0.424789,0.730145,0.868648,1.150421,0
1251,5801,4,4283,1522,0.737812,0.999311,0.575268,0.999311,0.424732,0.730191,0.868562,1.150536,0
1252,5801,4,4282,1523,0.73764,0.999311,0.575325,0.999311,0.424675,0.730237,0.868475,1.15065,0
1253,5801,4,4281,1524,0.737468,0.999311,0.575382,0.999311,0.424618,0.730283,0.868389,1.150764,0
1254,5801,4,4280,1525,0.737295,0.999311,0.575439,0.999311,0.424561,0.730329,0.868303,1.150878,0
1255,5801,4,4279,1526,0.737123,0.999311,0.575496,0.999311,0.424504,0.730375,0.868217,1.150992,0
1256,5801,4,4278,1527,0.736951,0.999311,0.575553,0.999311,0.424447,0.730421,0.868131,1.151106,0
1257,5801,4,4277,1528,0.736779,0.999311,0.57561,0.999311,0.42439,0.730467,0.868045,1.15122,0
1258,5801,4,4276,1529,0.736606,0.999311,0.575667,0.999311,0.424333,0.730513,0.867959,1.151335,0
1259,5801,4,4275,1530,0.736434,0.999311,0.575724,0.999311,0.424276,0.730559,0.867873,1.151449,0
1260,5801,4,4274,1531,0.736262,0.999311,0.575782,0.999311,0.424218,0.730605,0.867786,1.151563,0
1261,5801,4,4273,1532,0.73609,0.999311,0.575839,0.999311,0.424161,0.730651,0.8677,1.151678,0
1262,5801,4,4272,1533,0.735917,0.999311,0.575896,0.999311,0.424104,0.730697,0.867614,1.151792,0
1263,5801,4,4271,1534,0.735745,0.999311,0.575953,0.999311,0.424047,0.730743,0.867528,1.151906,0
1264,5801,4,4270,1535,0.735573,0.999311,0.57601,0.999311,0.42399,0.730789,0.867442,1.152021,0
1265,5801,4,4269,1536,0.735401,0.999311,0.576068,0.999311,0.423932,0.730835,0.867356,1.152135,0
1266,5801,4,4268,1537,0.735228,0.999311,0.576125,0.999311,0.423875,0.730881,0.86727,1.152249,0
1267,5801,4,4267,1538,0.735056,0.999311,0.576182,0.999311,0.423818,0.730927,0.867183,1.152364,0
1268,5801,4,4266,1539,0.734884,0.999311,0.576239,0.999311,0.423761,0.730973,0.867097,1.152478,0
1269,5801,4,4265,1540,0.734711,0.999311,0.576296,0.999311,0.423704,0.731019,0.867011,1.152593,0
1270,5801,4,4264,1541,0.734539,0.999311,0.576354,0.999311,0.423646,0.731065,0.866925,1.152707,0
1271,5801,4,4263,1542,0.734367,0.999311,0.576411,0.999311,0.423589,0.731111,0.866839,1.152822,0
1272,5801,4,4262,1543,0.734195,0.999311,0.576468,0.999311,0.423532,0.731157,0.866753,1.152937,0
1273,5801,4,4261,1544,0.734022,0.999311,0.576526,0.999311,0.423474,0.731203,0.866667,1.153051,0
1274,5801,4,4260,1545,0.73385,0.999311,0.576583,0.999311,0.423417,0.731249,0.866581,1.153166,0
1275,5801,4,4259,1546,0.733678,0.999311,0.57664,0.999311,0.42336,0.731295,0.866494,1.15328,0
1276,5801,4,4258,1547,0.733506,0.999311,0.576697,0.999311,0.423303,0.731341,0.866408,1.153395,0
1277,5801,4,4257,1548,0.733333,0.999311,0.576755,0.999311,0.423245,0.731388,0.866322,1.15351,0
1278,5801,4,4256,1549,0.733161,0.999311,0.576812,0.999311,0.423188,0.731434,0.866236,1.153624,0
1279,5801,4,4255,1550,0.732989,0.999311,0.57687,0.999311,0.42313,0.73148,0.86615,1.153739,0
1280,5801,4,4254,1551,0.732817,0.999311,0.576927,0.999311,0.423073,0.731526,0.866064,1.153854,0
1281,5801,4,4253,1552,0.732644,0.999311,0.576984,0.999311,0.423016,0.731572,0.865978,1.153969,0
1282,5801,4,4252,1553,0.732472,0.999311,0.577042,0.999311,0.422958,0.731618,0.865891,1.154083,0
1283,5801,4,4251,1554,0.7323,0.999311,0.577099,0.999311,0.422901,0.731664,0.865805,1.154198,0
1284,5801,4,4250,1555,0.732127,0.999311,0.577157,0.999311,0.422843,0.73171,0.865719,1.154313,0
1285,5801,4,4249,1556,0.731955,0.999311,0.577214,0.999311,0.422786,0.731757,0.865633,1.154428,0
1286,5801,4,4248,1557,0.731783,0.999311,0.577271,0.999311,0.422729,0.731803,0.865547,1.154543,0
1287,5801,4,4247,1558,0.731611,0.999311,0.577329,0.999311,0.422671,0.731849,0.865461,1.154658,0
1288,5801,4,4246,1559,0.731438,0.999311,0.577386,0.999311,0.422614,0.731895,0.865375,1.154773,0
1289,5801,4,4245,1560,0.731266,0.999311,0.577444,0.999311,0.422556,0.731941,0.865289,1.154888,0
1290,5801,4,4244,1561,0.731094,0.999311,0.577501,0.999311,0.422499,0.731987,0.865202,1.155002,0
1291,5801,4,4243,1562,0.730922,0.999311,0.577559,0.999311,0.422441,0.732034,0.865116,1.155117,0
1292,5801,4,4242,1563,0.730749,0.999311,0.577616,0.999311,0.422384,0.73208,0.86503,1.155233,0
1293,5801,4,4241,1564,0.730577,0.999311,0.577674,0.999311,0.422326,0.732126,0.864944,1.155348,0
1294,5801,4,4240,1565,0.730405,0.999311,0.577731,0.999311,0.422269,0.732172,0.864858,1.155463,0
1295,5801,4,4239,1566,0.730233,0.999311,0.577789,0.999311,0.422211,0.732218,0.864772,1.155578,0
1296,5801,4,4238,1567,0.73006,0.999311,0.577846,0.999311,0.422154,0.732265,0.864686,1.155693,0
1297,5801,4,4237,1568,0.729888,0.999311,0.577904,0.999311,0.422096,0.732311,0.864599,1.155808,0
1298,5801,4,4236,1569,0.729716,0.999311,0.577962,0.999311,0.422038,0.732357,0.864513,1.155923,0
1299,5801,4,4235,1570,0.729543,0.999311,0.578019,0.999311,0.421981,0.732403,0.864427,1.156038,0
1300,5801,4,4234,1571,0.729371,0.999311,0.578077,0.999311,0.421923,0.732449,0.864341,1.156153,0
1301,5801,4,4233,1572,0.729199,0.999311,0.578134,0.999311,0.421866,0.732496,0.864255,1.156269,0
1302,5801,4,4232,1573,0.729027,0.999311,0.578192,0.999311,0.421808,0.732542,0.864169,1.156384,0
1303,5801,4,4231,1574,0.728854,0.999311,0.57825,0.999311,0.42175,0.732588,0.864083,1.156499,0
1304,5801,4,4230,1575,0.728682,0.999311,0.578307,0.999311,0.421693,0.732635,0.863997,1.156614,0
1305,5801,4,4229,1576,0.72851,0.999311,0.578365,0.999311,0.421635,0.732681,0.86391,1.15673,0
1306,5801,4,4228,1577,0.728338,0.999311,0.578423,0.999311,0.421577,0.732727,0.863824,1.156845,0
1307,5801,4,4227,1578,0.728165,0.999311,0.57848,0.999311,0.42152,0.732773,0.863738,1.156961,0
1308,5801,4,4226,1579,0.727993,0.999311,0.578538,0.999311,0.421462,0.73282,0.863652,1.157076,0
1309,5801,4,4225,1580,0.727821,0.999311,0.578596,0.999311,0.421404,0.732866,0.863566,1.157191,0
1310,5801,4,4224,1581,0.727649,0.999311,0.578653,0.999311,0.421347,0.732912,0.86348,1.157307,0
1311,5801,4,4223,1582,0.727476,0.999311,0.578711,0.999311,0.421289,0.732958,0.863394,1.157422,0
1312,5801,4,4222,1583,0.727304,0.999311,0.578769,0.999311,0.421231,0.733005,0.863307,1.157538,0
1313,5801,4,4221,1584,0.727132,0.999311,0.578827,0.999311,0.421173,0.733051,0.863221,1.157653,0
1314,5801,4,4220,1585,0.72696,0.999311,0.578884,0.999311,0.421116,0.733097,0.863135,1.157769,0
1315,5801,4,4219,1586,0.726787,0.999311,0.578942,0.999311,0.421058,0.733144,0.863049,1.157884,0
1316,5801,4,4218,1587,0.726615,0.999311,0.579,0.999311,0.421,0.73319,0.862963,1.158,0
1317,5801,4,4217,1588,0.726443,0.999311,0.579058,0.999311,0.420942,0.733236,0.862877,1.158115,0
1318,5801,4,4216,1589,0.72627,0.999311,0.579116,0.999311,0.420884,0.733283,0.862791,1.158231,0
1319,5801,4,4215,1590,0.726098,0.999311,0.579173,0.999311,0.420827,0.733329,0.862705,1.158347,0
1320,5801,4,4214,1591,0.725926,0.999311,0.579231,0.999311,0.420769,0.733375,0.862618,1.158462,0
1321,5801,4,4213,1592,0.725754,0.999311,0.579289,0.999311,0.420711,0.733422,0.862532,1.158578,0
1322,5801,4,4212,1593,0.725581,0.999311,0.579347,0.999311,0.420653,0.733468,0.862446,1.158694,0
1323,5801,4,4211,1594,0.725409,0.999311,0.579405,0.999311,0.420595,0.733515,0.86236,1.158809,0
1324,5801,4,4210,1595,0.725237,0.999311,0.579463,0.999311,0.420537,0.733561,0.862274,1.158925,0
1325,5801,4,4209,1596,0.725065,0.999311,0.57952,0.999311,0.42048,0.733607,0.862188,1.159041,0
1326,5801,4,4208,1597,0.724892,0.999311,0.579578,0.999311,0.420422,0.733654,0.862102,1.159157,0
1327,5801,4,4207,1598,0.72472,0.999311,0.579636,0.999311,0.420364,0.7337,0.862016,1.159273,0
1328,5801,4,4206,1599,0.724548,0.999311,0.579694,0.999311,0.420306,0.733747,0.861929,1.159388,0
1329,5801,4,4205,1600,0.724376,0.999311,0.579752,0.999311,0.420248,0.733793,0.861843,1.159504,0
1330,5801,4,4204,1601,0.724203,0.999311,0.57981,0.999311,0.42019,0.733839,0.861757,1.15962,0
1331,5801,4,4203,1602,0.724031,0.999311,0.579868,0.999311,0.420132,0.733886,0.861671,1.159736,0
1332,5801,4,4202,1603,0.723859,0.999311,0.579926,0.999311,0.420074,0.733932,0.861585,1.159852,0
1333,5801,4,4201,1604,0.723686,0.999311,0.579984,0.999311,0.420016,0.733979,0.861499,1.159968,0
1334,5801,4,4200,1605,0.723514,0.999311,0.580042,0.999311,0.419958,0.734025,0.861413,1.160084,0
1335,5801,4,4199,1606,0.723342,0.999311,0.5801,0.999311,0.4199,0.734071,0.861326,1.1602,0
1336,5801,4,4198,1607,0.72317,0.999311,0.580158,0.999311,0.419842,0.734118,0.86124,1.160316,0
1337,5801,4,4197,1608,0.722997,0.999311,0.580216,0.999311,0.419784,0.734164,0.861154,1.160432,0
1338,5801,4,4196,1609,0.722825,0.999311,0.580274,0.999311,0.419726,0.734211,0.861068,1.160548,0
1339,5801,4,4195,1610,0.722653,0.999311,0.580332,0.999311,0.419668,0.734257,0.860982,1.160664,0
1340,5801,4,4194,1611,0.722481,0.999311,0.58039,0.999311,0.41961,0.734304,0.860896,1.16078,0
1341,5801,4,4193,1612,0.722308,0.999311,0.580448,0.999311,0.419552,0.73435,0.86081,1.160897,0
1342,5801,4,4192,1613,0.722136,0.999311,0.580506,0.999311,0.419494,0.734397,0.860724,1.161013,0
1343,5801,4,4191,1614,0.721964,0.999311,0.580564,0.999311,0.419436,0.734443,0.860637,1.161129,0
1344,5801,4,4190,1615,0.721792,0.999311,0.580623,0.999311,0.419377,0.73449,0.860551,1.161245,0
1345,5801,4,4189,1616,0.721619,0.999311,0.580681,0.999311,0.419319,0.734536,0.860465,1.161361,0
1346,5801,4,4188,1617,0.721447,0.999311,0.580739,0.999311,0.419261,0.734583,0.860379,1.161478,0
1347,5801,4,4187,1618,0.721275,0.999311,0.580797,0.999311,0.419203,0.734629,0.860293,1.161594,0
1348,5801,4,4186,1619,0.721102,0.999311,0.580855,0.999311,0.419145,0.734676,0.860207,1.16171,0
1349,5801,4,4185,1620,0.72093,0.999311,0.580913,0.999311,0.419087,0.734722,0.860121,1.161827,0
1350,5801,4,4184,1621,0.720758,0.999311,0.580971,0.999311,0.419029,0.734769,0.860034,1.161943,0
1351,5801,4,4183,1622,0.720586,0.999311,0.58103,0.999311,0.41897,0.734815,0.859948,1.162059,0
1352,5801,4,4182,1623,0.720413,0.999311,0.581088,0.999311,0.418912,0.734862,0.859862,1.162176,0
1353,5801,4,4181,1624,0.720241,0.999311,0.581146,0.999311,0.418854,0.734908,0.859776,1.162292,0
1354,5801,4,4180,1625,0.720069,0.999311,0.581204,0.999311,0.418796,0.734955,0.85969,1.162409,0
1355,5801,4,4179,1626,0.719897,0.999311,0.581263,0.999311,0.418737,0.735002,0.859604,1.162525,0
1356,5801,4,4178,1627,0.719724,0.999311,0.581321,0.999311,0.418679,0.735048,0.859518,1.162642,0
1357,5801,4,4177,1628,0.719552,0.999311,0.581379,0.999311,0.418621,0.735095,0.859432,1.162758,0
1358,5801,4,4176,1629,0.71938,0.999311,0.581437,0.999311,0.418563,0.735141,0.859345,1.162875,0
1359,5801,4,4175,1630,0.719208,0.999311,0.581496,0.999311,0.418504,0.735188,0.859259,1.162991,0
1360,5801,4,4174,1631,0.719035,0.999311,0.581554,0.999311,0.418446,0.735234,0.859173,1.163108,0
1361,5801,4,4173,1632,0.718863,0.999311,0.581612,0.999311,0.418388,0.735281,0.859087,1.163224,0
1362,5801,4,4172,1633,0.718691,0.999311,0.581671,0.999311,0.418329,0.735328,0.859001,1.163341,0
1363,5801,4,4171,1634,0.718519,0.999311,0.581729,0.999311,0.418271,0.735374,0.858915,1.163458,0
1364,5801,4,4170,1635,0.718346,0.999311,0.581787,0.999311,0.418213,0.735421,0.858829,1.163574,0
1365,5801,4,4169,1636,0.718174,0.999311,0.581846,0.999311,0.418154,0.735468,0.858742,1.163691,0
1366,5801,4,4168,1637,0.718002,0.999311,0.581904,0.999311,0.418096,0.735514,0.858656,1.163808,0
1367,5801,4,4167,1638,0.717829,0.999311,0.581962,0.999311,0.418038,0.735561,0.85857,1.163925,0
1368,5801,4,4166,1639,0.717657,0.999311,0.582021,0.999311,0.417979,0.735607,0.858484,1.164041,0
1369,5801,4,4165,1640,0.717485,0.999311,0.582079,0.999311,0.417921,0.735654,0.858398,1.164158,0
1370,5801,4,4164,1641,0.717313,0.999311,0.582137,0.999311,0.417863,0.735701,0.858312,1.164275,0
1371,5801,4,4163,1642,0.71714,0.999311,0.582196,0.999311,0.417804,0.735747,0.858226,1.164392,0
1372,5801,4,4162,1643,0.716968,0.999311,0.582254,0.999311,0.417746,0.735794,0.85814,1.164509,0
1373,5801,4,4161,1644,0.716796,0.999311,0.582313,0.999311,0.417687,0.735841,0.858053,1.164626,0
1374,5801,4,4160,1645,0.716624,0.999311,0.582371,0.999311,0.417629,0.735887,0.857967,1.164742,0
1375,5801,4,4159,1646,0.716451,0.999311,0.58243,0.999311,0.41757,0.735934,0.857881,1.164859,0
1376,5801,4,4158,1647,0.716279,0.999311,0.582488,0.999311,0.417512,0.735981,0.857795,1.164976,0
1377,5801,4,4157,1648,0.716107,0.999311,0.582547,0.999311,0.417453,0.736027,0.857709,1.165093,0
1378,5801,4,4156,1649,0.715935,0.999311,0.582605,0.999311,0.417395,0.736074,0.857623,1.16521,0
1379,5801,4,4155,1650,0.715762,0.999311,0.582664,0.999311,0.417336,0.736121,0.857537,1.165327,0
1380,5801,4,4154,1651,0.71559,0.999311,0.582722,0.999311,0.417278,0.736168,0.85745,1.165445,0
1381,5801,4,4153,1652,0.715418,0.999311,0.582781,0.999311,0.417219,0.736214,0.857364,1.165562,0
1382,5801,4,4152,1653,0.715245,0.999311,0.582839,0.999311,0.417161,0.736261,0.857278,1.165679,0
1383,5801,4,4151,1654,0.715073,0.999311,0.582898,0.999311,0.417102,0.736308,0.857192,1.165796,0
1384,5801,4,4150,1655,0.714901,0.999311,0.582956,0.999311,0.417044,0.736354,0.857106,1.165913,0
1385,5801,4,4149,1656,0.714729,0.999311,0.583015,0.999311,0.416985,0.736401,0.85702,1.16603,0
1386,5801,4,4148,1657,0.714556,0.999311,0.583074,0.999311,0.416926,0.736448,0.856934,1.166147,0
1387,5801,4,4147,1658,0.714384,0.999311,0.583132,0.999311,0.416868,0.736495,0.856848,1.166265,0
1388,5801,4,4146,1659,0.714212,0.999311,0.583191,0.999311,0.416809,0.736541,0.856761,1.166382,0
1389,5801,4,4145,1660,0.71404,0.999311,0.58325,0.999311,0.41675,0.736588,0.856675,1.166499,0
1390,5801,4,4144,1661,0.713867,0.999311,0.583308,0.999311,0.416692,0.736635,0.856589,1.166616,0
1391,5801,4,4143,1662,0.713695,0.999311,0.583367,0.999311,0.416633,0.736682,0.856503,1.166734,0
1392,5801,4,4142,1663,0.713523,0.999311,0.583426,0.999311,0.416574,0.736728,0.856417,1.166851,0
1393,5801,4,4141,1664,0.713351,0.999311,0.583484,0.999311,0.416516,0.736775,0.856331,1.166968,0
1394,5801,4,4140,1665,0.713178,0.999311,0.583543,0.999311,0.416457,0.736822,0.856245,1.167086,0
1395,5801,4,4139,1666,0.713006,0.999311,0.583602,0.999311,0.416398,0.736869,0.856158,1.167203,0
1396,5801,4,4138,1667,0.712834,0.999311,0.58366,0.999311,0.41634,0.736916,0.856072,1.167321,0
1397,5801,4,4137,1668,0.712661,0.999311,0.583719,0.999311,0.416281,0.736962,0.855986,1.167438,0
1398,5801,4,4136,1669,0.712489,0.999311,0.583778,0.999311,0.416222,0.737009,0.8559,1.167556,0
1399,5801,4,4135,1670,0.712317,0.999311,0.583837,0.999311,0.416163,0.737056,0.855814,1.167673,0
1400,5801,4,4134,1671,0.712145,0.999311,0.583895,0.999311,0.416105,0.737103,0.855728,1.167791,0
1401,5801,4,4133,1672,0.711972,0.999311,0.583954,0.999311,0.416046,0.73715,0.855642,1.167908,0
1402,5801,4,4132,1673,0.7118,0.999311,0.584013,0.999311,0.415987,0.737197,0.855556,1.168026,0
1403,5801,4,4131,1674,0.711628,0.999311,0.584072,0.999311,0.415928,0.737243,0.855469,1.168143,0
1404,5801,4,4130,1675,0.711456,0.999311,0.584131,0.999311,0.415869,0.73729,0.855383,1.168261,0
1405,5801,4,4129,1676,0.711283,0.999311,0.584189,0.999311,0.415811,0.737337,0.855297,1.168379,0
1406,5801,4,4128,1677,0.711111,0.999311,0.584248,0.999311,0.415752,0.737384,0.855211,1.168496,0
1407,5801,4,4127,1678,0.710939,0.999311,0.584307,0.999311,0.415693,0.737431,0.855125,1.168614,0
1408,5801,4,4126,1679,0.710767,0.999311,0.584366,0.999311,0.415634,0.737478,0.855039,1.168732,0
1409,5801,4,4125,1680,0.710594,0.999311,0.584425,0.999311,0.415575,0.737525,0.854953,1.168849,0
1410,5801,4,4124,1681,0.710422,0.999311,0.584484,0.999311,0.415516,0.737572,0.854866,1.168967,0
1411,5801,4,4123,1682,0.71025,0.999311,0.584543,0.999311,0.415457,0.737618,0.85478,1.169085,0
1412,5801,4,4122,1683,0.710078,0.999311,0.584601,0.999311,0.415399,0.737665,0.854694,1.169203,0
1413,5801,4,4121,1684,0.709905,0.999311,0.58466,0.999311,0.41534,0.737712,0.854608,1.169321,0
1414,5801,4,4120,1685,0.709733,0.999311,0.584719,0.999311,0.415281,0.737759,0.854522,1.169439,0
1415,5801,4,4119,1686,0.709561,0.999311,0.584778,0.999311,0.415222,0.737806,0.854436,1.169556,0
1416,5801,4,4118,1687,0.709388,0.999311,0.584837,0.999311,0.415163,0.737853,0.85435,1.169674,0
1417,5801,4,4117,1688,0.709216,0.999311,0.584896,0.999311,0.415104,0.7379,0.854264,1.169792,0
1418,5801,4,4116,1689,0.709044,0.999311,0.584955,0.999311,0.415045,0.737947,0.854177,1.16991,0
1419,5801,4,4115,1690,0.708872,0.999311,0.585014,0.999311,0.414986,0.737994,0.854091,1.170028,0
1420,5801,4,4114,1691,0.708699,0.999311,0.585073,0.999311,0.414927,0.738041,0.854005,1.170146,0
1421,5801,4,4113,1692,0.708527,0.999311,0.585132,0.999311,0.414868,0.738088,0.853919,1.170264,0
1422,5801,4,4112,1693,0.708355,0.999311,0.585191,0.999311,0.414809,0.738135,0.853833,1.170382,0
1423,5801,4,4111,1694,0.708183,0.999311,0.58525,0.999311,0.41475,0.738182,0.853747,1.1705,0
1424,5801,4,4110,1695,0.70801,0.999311,0.585309,0.999311,0.414691,0.738229,0.853661,1.170619,0
1425,5801,4,4109,1696,0.707838,0.999311,0.585368,0.999311,0.414632,0.738276,0.853575,1.170737,0
1426,5801,4,4108,1697,0.707666,0.999311,0.585427,0.999311,0.414573,0.738323,0.853488,1.170855,0
1427,5801,4,4107,1698,0.707494,0.999311,0.585486,0.999311,0.414514,0.73837,0.853402,1.170973,0
1428,5801,4,4106,1699,0.707321,0.999311,0.585546,0.999311,0.414454,0.738416,0.853316,1.171091,0
1429,5801,4,4105,1700,0.707149,0.999311,0.585605,0.999311,0.414395,0.738463,0.85323,1.171209,0
1430,5801,4,4104,1701,0.706977,0.999311,0.585664,0.999311,0.414336,0.738511,0.853144,1.171328,0
1431,5801,4,4103,1702,0.706804,0.999311,0.585723,0.999311,0.414277,0.738558,0.853058,1.171446,0
1432,5801,4,4102,1703,0.706632,0.999311,0.585782,0.999311,0.414218,0.738605,0.852972,1.171564,0
1433,5801,4,4101,1704,0.70646,0.999311,0.585841,0.999311,0.414159,0.738652,0.852885,1.171682,0
1434,5801,4,4100,1705,0.706288,0.999311,0.5859,0.999311,0.4141,0.738699,0.852799,1.171801,0
1435,5801,4,4099,1706,0.706115,0.999311,0.58596,0.999311,0.41404,0.738746,0.852713,1.171919,0
1436,5801,4,4098,1707,0.705943,0.999311,0.586019,0.999311,0.413981,0.738793,0.852627,1.172038,0
1437,5801,4,4097,1708,0.705771,0.999311,0.586078,0.999311,0.413922,0.73884,0.852541,1.172156,0
1438,5801,4,4096,1709,0.705599,0.999311,0.586137,0.999311,0.413863,0.738887,0.852455,1.172274,0
1439,5801,4,4095,1710,0.705426,0.999311,0.586196,0.999311,0.413804,0.738934,0.852369,1.172393,0
1440,5801,4,4094,1711,0.705254,0.999311,0.586256,0.999311,0.413744,0.738981,0.852283,1.172511,0
1441,5801,4,4093,1712,0.705082,0.999311,0.586315,0.999311,0.413685,0.739028,0.852196,1.17263,0
1442,5801,4,4092,1713,0.70491,0.999311,0.586374,0.999311,0.413626,0.739075,0.85211,1.172748,0
1443,5801,4,4091,1714,0.704737,0.999311,0.586433,0.999311,0.413567,0.739122,0.852024,1.172867,0
1444,5801,4,4090,1715,0.704565,0.999311,0.586493,0.999311,0.413507,0.739169,0.851938,1.172986,0
1445,5801,4,4089,1716,0.704393,0.999311,0.586552,0.999311,0.413448,0.739216,0.851852,1.173104,0
1446,5801,4,4088,1717,0.70422,0.999311,0.586611,0.999311,0.413389,0.739263,0.851766,1.173223,0
1447,5801,4,4087,1718,0.704048,0.999311,0.586671,0.999311,0.413329,0.739311,0.85168,1.173341,0
1448,5801,4,4086,1719,0.703876,0.999311,0.58673,0.999311,0.41327,0.739358,0.851593,1.17346,0
1449,5801,4,4085,1720,0.703704,0.999311,0.586789,0.999311,0.413211,0.739405,0.851507,1.173579,0
1450,5801,4,4084,1721,0.703531,0.999311,0.586849,0.999311,0.413151,0.739452,0.851421,1.173698,0
1451,5801,4,4083,1722,0.703359,0.999311,0.586908,0.999311,0.413092,0.739499,0.851335,1.173816,0
1452,5801,4,4082,1723,0.703187,0.999311,0.586968,0.999311,0.413032,0.739546,0.851249,1.173935,0
1453,5801,4,4081,1724,0.703015,0.999311,0.587027,0.999311,0.412973,0.739593,0.851163,1.174054,0
1454,5801,4,4080,1725,0.702842,0.999311,0.587086,0.999311,0.412914,0.73964,0.851077,1.174173,0
1455,5801,4,4079,1726,0.70267,0.999311,0.587146,0.999311,0.412854,0.739688,0.850991,1.174291,0
1456,5801,4,4078,1727,0.702498,0.999311,0.587205,0.999311,0.412795,0.739735,0.850904,1.17441,0
1457,5801,4,4077,1728,0.702326,0.999311,0.587265,0.999311,0.412735,0.739782,0.850818,1.174529,0
1458,5801,4,4076,1729,0.702153,0.999311,0.587324,0.999311,0.412676,0.739829,0.850732,1.174648,0
1459,5801,4,4075,1730,0.701981,0.999311,0.587384,0.999311,0.412616,0.739876,0.850646,1.174767,0
1460,5801,4,4074,1731,0.701809,0.999311,0.587443,0.999311,0.412557,0.739923,0.85056,1.174886,0
1461,5801,4,4073,1732,0.701637,0.999311,0.587503,0.999311,0.412497,0.739971,0.850474,1.175005,0
1462,5801,4,4072,1733,0.701464,0.999311,0.587562,0.999311,0.412438,0.740018,0.850388,1.175124,0
1463,5801,4,4071,1734,0.701292,0.999311,0.587622,0.999311,0.412378,0.740065,0.850301,1.175243,0
1464,5801,4,4070,1735,0.70112,0.999311,0.587681,0.999311,0.412319,0.740112,0.850215,1.175362,0
1465,5801,4,4069,1736,0.700947,0.999311,0.587741,0.999311,0.412259,0.740159,0.850129,1.175481,0
1466,5801,4,4068,1737,0.700775,0.999311,0.5878,0.999311,0.4122,0.740207,0.850043,1.1756,0
1467,5801,4,4067,1738,0.700603,0.999311,0.58786,0.999311,0.41214,0.740254,0.849957,1.175719,0
